last_name, first_name,player_id,year,exit_velocity_avg,launch_angle_avg,sweet_spot_percent,barrel,barrel_batted_rate,solidcontact_percent,flareburner_percent,poorlyunder_percent,poorlytopped_percent,poorlyweak_percent,hard_hit_percent,avg_best_speed,avg_hyper_speed,z_swing_percent,z_swing_miss_percent,oz_swing_percent,oz_swing_miss_percent,oz_contact_percent,out_zone_swing_miss,out_zone_swing,out_zone_percent,out_zone,meatball_swing_percent,meatball_percent,pitch_count_offspeed,pitch_count_fastball,pitch_count_breaking,pitch_count,iz_contact_percent,in_zone_swing_miss,in_zone_swing,in_zone_percent,in_zone,edge_percent,edge,whiff_percent,swing_percent,pull_percent,straightaway_percent,opposite_percent,batted_ball,f_strike_percent,groundballs_percent,groundballs,flyballs_percent,flyballs,linedrives_percent,linedrives,popups_percent,popups,pop_2b_sba_count,pop_2b_sba,pop_2b_sb,pop_2b_cs,pop_3b_sba_count,pop_3b_sba,pop_3b_sb,pop_3b_cs,exchange_2b_3b_sba,maxeff_arm_2b_3b_sba,n_outs_above_average,n_fieldout_5stars,n_opp_5stars,n_5star_percent,n_fieldout_4stars,n_opp_4stars,n_4star_percent,n_fieldout_3stars,n_opp_3stars,n_3star_percent,n_opp_2stars,n_2star_percent,n_fieldout_2stars,n_1star_percent,n_fieldout_1stars,n_opp_1stars,rel_league_reaction_distance,rel_league_burst_distance,rel_league_routing_distance,rel_league_bootup_distance,f_bootup_distance,n_bolts,hp_to_1b,sprint_speed,
Bichette, Bo,666182,2022,91.9,8.5,33.3,48,9.6,7.2,27.1,17.2,35.5,2.4,50.3,102.743171296,8.003278846,77.6,14.8,35.2,40.3,59.7,183,454,51.1,1288,84.5,7.4,274,1479,769,2522,85.2,142,957,48.9,1234,42.7,1078,23,55.9,29.3,35.9,34.9,499,66.1,49.1,245,22,110,24.6,123,4.2,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,27.5,
Carlson, Dylan,666185,2022,86.1,12.9,35.7,15,4.4,7.3,22.2,29.8,30.7,5,27.2,96.293953036,4.150882262,67.7,20.4,24.8,39.8,59.8,97,244,50.2,985,83.3,7.9,327,1085,543,1964,79.3,135,663,49.8,979,45,883,25.6,46.2,34.8,38,27.2,342,56.5,43,147,27.5,94,25.1,86,4.4,15,,,,,,,,,,,2,0,23,0.0,1,11,9.1,9,11,81.8,21,90.5,19,100.0,21,21,-0.9,-0.5,0.6,-0.9,33.3,,4.32,28.1,
Trammell, Taylor,666211,2022,88.3,20.5,29.6,7,9.9,5.6,18.3,33.8,28.2,4.2,28.2,97.776181429,4.975271014,69.5,22.3,26.3,63.2,33.3,36,57,50.5,217,82.9,8.1,77,205,143,430,77.7,33,148,49.5,213,44.9,193,33.7,47.7,38,38,23.9,71,61.5,39.4,28,33.8,24,16.9,12,9.9,7,,,,,,,,,,,1,0,6,0.0,0,0,,6,6,100.0,2,100.0,2,100.0,3,3,-0.8,1,0.9,1.1,34.2,,4.33,27.0,
Encarnacion, Jerar,666464,2022,90.5,8,30.4,3,6.5,10.9,17.4,19.6,43.5,2.2,41.3,100.049450435,6.552698043,76.3,34.1,31.9,64.2,35.8,34,53,49,166,88,7.4,37,212,90,339,65.9,45,132,51,173,41.9,142,42.7,54.6,37,34.8,28.3,46,59.3,50,23,26.1,12,21.7,10,2.2,1,,,,,,,,,,,0,0,2,0.0,0,1,0.0,1,1,100.0,0,,0,100.0,1,1,,,,,,,4.48,27.8,
Morel, Christopher,666624,2022,89.6,9.1,30,33,13.4,5.7,22.3,16.6,34,6.5,40.3,101.819951356,7.086096314,72,33.6,28.6,50.2,48.9,118,235,50.5,823,85.5,8,217,815,590,1648,65.2,195,581,49.5,807,43.4,707,38.3,50.1,39.3,42.9,17.8,247,68.7,51,126,24.3,60,18.2,45,6.5,16,,,,,,,,,,,-4,0,6,0.0,0,4,0.0,4,6,66.7,3,66.7,2,87.5,7,8,-0.2,0.3,-0.3,-0.2,33.8,6,4.38,28.8,
Castro, Rodolfo,666801,2022,87.3,11.7,25.6,12,6.7,7.2,20,21.7,38.3,5.6,35,99.31755,5.717343409,67.7,23.9,27.5,53.8,46.2,78,145,50.3,527,79.5,7,203,496,346,1047,75.9,84,352,49.7,520,43.8,459,32.6,47.5,38.9,36.7,24.4,180,57.8,51.1,92,24.4,44,17.2,31,7.2,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.45,27.3,
Dalbec, Bobby,666915,2022,90.3,15.2,32,24,11.8,6.4,22.2,28.6,28.1,2.5,45.8,101.246531881,6.95935203,66.3,24.4,29,56.4,43.6,128,227,53.1,783,77.8,6.7,149,836,487,1475,75.6,112,459,46.9,692,42.4,626,35,46.5,35.5,38.4,26.1,203,61.8,38.9,79,33.5,68,21.2,43,6.4,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.49,28.3,
Aguilar, Ryan,666922,2022,93.3,10.5,44.4,0,0,22.2,22.2,33.3,22.2,0,33.3,99.04246,7.061015556,78,35.9,37.3,73.7,21.1,14,19,50.5,51,83.3,5.9,12,48,36,101,64.1,14,39,49.5,50,40.6,41,48.3,57.4,44.4,33.3,22.2,9,69.2,22.2,2,44.4,4,33.3,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garcia, Adolis,666969,2022,92.1,13.2,36.9,55,12.9,9.3,22.9,22.9,28.7,2.8,47.4,102.368780141,7.786867388,73.5,26.6,37.3,44.6,55.4,233,523,55.3,1402,76.2,6.6,261,1498,778,2537,73.4,222,834,44.7,1135,41.2,1044,33.5,53.5,39.3,37.9,22.9,428,62.9,41.1,176,25,107,24.5,105,9.3,40,,,,,,,,,,,1,1,19,5.3,4,13,30.8,9,12,75.0,28,89.3,25,96.0,24,25,0.6,0.3,0,0.8,34.7,12,4.35,27.9,
Gurriel Jr., Lourdes,666971,2022,90.6,10.9,34.7,14,3.8,8.9,30.9,21.8,32.3,2.4,45.7,100.376795914,6.662022446,68.4,14.3,29.6,37.1,62.9,103,278,50.8,940,72.7,7.5,180,1059,612,1852,85.6,89,624,49.2,912,42.9,794,21.3,48.7,35.5,36.8,27.7,372,65,45.7,170,22,82,26.3,98,5.9,22,,,,,,,,,,,-2,0,12,0.0,2,9,22.2,7,15,46.7,13,92.3,12,100.0,14,14,-0.3,-1.1,0.2,-1.3,31.7,,4.44,27.3,
Rooker Jr., Brent,667670,2022,87.8,13.5,33.3,1,4.8,14.3,19,28.6,19,14.3,42.9,98.796148182,6.009091429,69.4,22,31.4,59.1,40.9,13,22,49.3,70,100,5.6,21,83,33,142,78,11,50,50.7,72,44.4,63,33.3,50.7,42.9,52.4,4.8,21,66.7,47.6,10,33.3,7,19,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.8,
Walker, Steele,667727,2022,88.2,19.4,30,2,20,0,30,20,30,0,40,98.200678,5.329789,75,14.3,27.6,62.5,37.5,5,8,50.9,29,100,8.8,4,35,18,57,85.7,3,21,49.1,28,38.6,22,27.6,50.9,50,30,20,10,43.8,50,5,30,3,0,0,20,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,-0.2,-1.8,-0.4,34.7,,,,
Arozarena, Randy,668227,2022,89.9,8.8,28.2,34,7.9,5.8,20.1,22.7,40.5,2.5,41,101.17822,6.772195116,64.1,21.3,30.8,41.5,58.5,175,422,54.1,1368,74.4,6.8,285,1291,951,2527,78.5,158,743,45.9,1159,42.3,1070,28.6,46.1,32.4,44.2,23.4,432,60.5,50.2,217,19.7,85,20.8,90,9.3,40,,,,,,,,,,,0,0,18,0.0,3,7,42.9,7,14,50.0,17,94.1,16,93.3,14,15,-0.3,-0.6,0,-1,31.5,13,4.27,28.8,
Pratto, Nick,668472,2022,86,19.7,34.4,12,12.5,7.3,18.8,32.3,20.8,8.3,36.5,98.384692128,5.208049043,65.1,24,26.2,59.6,40.4,62,104,50.4,397,73,8,148,451,188,787,76,61,254,49.6,390,44.1,347,34.4,45.5,43.8,30.2,26,96,58.8,33.3,32,40.6,39,17.7,17,8.3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4,27.2,
Barrera, Tres,668663,2022,81.8,21.4,31.4,0,0,2.9,20,37.1,28.6,11.4,14.3,91.985822941,2.149646176,67,11.9,39.4,45.9,54.1,17,37,48.5,94,87.5,4.1,24,119,51,194,88.1,8,67,51.5,100,49.5,96,24,53.6,34.3,40,25.7,35,66,37.1,13,28.6,10,20,7,14.3,5,8,2.05,2.02,2.23,2,1.69,1.69,,0.75,76.7,,,,,,,,,,,,,,,,,,,,,,,,24.1,
Bleday, JJ,668709,2022,86.3,25,37.4,12,8.6,5,20.9,44.6,14.4,6.5,33.8,97.363228429,4.749834317,71.1,21.3,24.2,45.7,54.3,59,129,51.9,534,81.8,6.4,189,601,239,1029,77.8,75,352,48.1,495,41.9,431,27.9,46.7,49.6,32.4,18,139,60.9,25.2,35,38.1,53,25.2,35,11.5,16,,,,,,,,,,,-3,0,15,0.0,0,6,0.0,4,4,100.0,10,90.0,9,85.7,6,7,-0.8,0.1,0.3,-0.5,33.4,,4.41,27.8,
Steer, Spencer,668715,2022,84.7,13.6,30.4,4,5.8,1.4,23.2,29,30.4,10.1,31.9,96.403368857,4.284970435,59.5,14.4,24.8,37,63,20,54,50.9,218,57.1,8.2,17,243,168,428,85.6,18,125,49.1,210,40.7,174,21.2,41.8,43.5,33.3,23.2,69,59.3,43.5,30,24.6,17,21.7,15,10.1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.53,27.4,
Henry, Payton,668721,2022,79.5,-7.4,15,0,0,0,25,10,65,0,10,90.405935,2.147309,65.7,26.1,22.2,35.7,64.3,5,14,47.4,63,100,5.3,12,85,36,133,73.9,12,46,52.6,70,36.1,48,28.3,45.1,15,50,35,20,57.1,75,15,5,1,15,3,5,1,4,1.97,1.98,1.93,1,1.5,1.5,,0.74,81.8,,,,,,,,,,,,,,,,,,,,,,,4.73,26.2,
Baddoo, Akil,668731,2022,85,14.2,29.9,5,3.6,2.2,21.9,32.1,32.1,7.3,27,96.42330597,4.211959254,70.6,19.3,26.7,48.1,50.4,63,131,53.6,491,82.4,8.1,168,490,250,916,79.3,58,300,46.4,425,44.5,408,28.1,47.1,34.3,35,30.7,137,54.7,42.3,58,24.8,34,21.2,29,11.7,16,,,,,,,,,,,-1,1,8,12.5,2,5,40.0,6,10,60.0,11,90.9,10,75.0,6,8,-0.4,-0.6,0.1,-0.9,32.8,5,4.12,28.9,
Mitchell, Cal,668751,2022,89.9,7.5,34,8,4.9,5.6,27.2,21.6,36.4,4.3,40.7,99.042591235,5.818245342,69,15.5,32.2,50,50,69,138,50.4,428,73,7.4,122,478,250,850,83.8,45,291,49.6,422,42.2,359,26.6,50.5,45.7,31.5,22.8,162,64.2,46.3,75,21.6,35,30.2,49,1.9,3,,,,,,,,,,,-4,0,8,0.0,1,5,20.0,3,8,37.5,9,77.8,7,100.0,6,6,-0.1,-0.9,0.2,-0.8,31.6,,4.71,26.1,
Knizner, Andrew,668800,2022,86,15.6,28.6,7,3.5,3.5,26.1,29.6,31.7,5.5,33.2,97.694226667,4.856279899,65.4,14.5,32.9,38.2,61.3,71,186,51.2,565,68.2,6,81,618,395,1103,85.2,51,352,48.8,538,44.7,493,22.7,48.8,36.7,39.7,23.6,199,65.9,45.7,91,23.6,47,17.6,35,13.1,26,13,2.04,2.04,2.03,0,,,,0.79,80.6,,,,,,,,,,,,,,,,,,,,,,,4.69,25.8,
Reynolds, Bryan,668804,2022,90.2,12,35.5,32,7.9,6,24.8,25.8,31.5,4,42.9,100.882578564,6.722792556,72.9,15.8,31.5,51,49,201,394,54.3,1251,84.8,6.6,456,1239,606,2303,84.1,121,767,45.7,1052,43.4,1000,27.7,50.4,39.2,37.5,23.3,403,62.6,43.7,176,27.8,112,24.6,99,4,16,,,,,,,,,,,-7,0,22,0.0,1,10,10.0,2,4,50.0,24,83.3,20,92.3,12,13,-1.5,-0.3,0.7,-1.1,33.5,1,4.34,28.3,
Capel, Conner,668843,2022,87.6,7.9,34.1,3,6.8,0,29.5,27.3,34.1,2.3,31.8,97.990665455,5.173799773,63.2,20.3,25.6,36.7,63.3,11,30,48.3,117,70.6,7,43,123,76,242,78.5,16,79,51.7,125,38.8,94,24.8,45,31.8,45.5,22.7,44,64.4,43.2,19,25,11,29.5,13,2.3,1,,,,,,,,,,,1,0,3,0.0,1,3,33.3,3,3,100.0,1,100.0,1,100.0,2,2,1.4,1,0.1,2.5,37.1,,4.31,27.6,
Vientos, Mark,668901,2022,93.3,13.1,16.7,2,8.3,0,25,33.3,33.3,0,45.8,103.824514167,9.0921575,76.1,26.9,25.3,37.5,62.5,9,24,51.9,95,92.3,7.1,14,108,61,183,73.1,18,67,48.1,88,48.6,89,29.7,49.7,29.2,37.5,33.3,24,68.3,50,12,37.5,9,8.3,2,4.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.2,
Lewis, Royce,668904,2022,90.7,19.4,31.4,2,5.7,14.3,17.1,34.3,25.7,2.9,40,100.747413889,6.780763714,74.7,16.1,27.3,16.7,77.8,3,18,46.8,66,81.8,7.8,5,75,61,141,82.1,9,56,53.2,75,41.1,58,16.2,52.5,48.6,40,11.4,35,56.1,34.3,12,34.3,12,20,7,11.4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.4,
Rutschman, Adley,668939,2022,87.9,15.6,35.6,25,7.9,6.7,25.4,27.3,27.9,4.8,36.8,99.028130823,5.60531527,61.1,11.5,23.1,32.3,67.7,81,251,54.1,1087,74.4,6.4,419,1069,521,2009,88.5,65,563,45.9,922,41.8,839,17.9,40.5,39,40,21,315,53.4,40,126,26.7,84,25.1,79,8.3,26,24,1.93,1.91,1.95,3,1.51,1.51,1.51,0.76,86.3,,,,,,,,,,,,,,,,,,,,,,,4.4,27.2,
Rojas, Josh,668942,2022,88.8,11.9,33.5,16,4.5,4.8,27.3,26.5,31.3,5.4,36.1,98.050444128,5.265048338,62.6,16.3,19.9,40.2,58.3,82,204,50.5,1027,78.1,7.4,303,1141,575,2033,83.5,103,630,49.5,1006,42.9,873,22.2,41,32.7,36.1,31.3,355,58.4,43.9,156,26.2,93,26.2,93,3.7,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.37,27.3,
Kreidler, Ryan,668952,2022,88.2,14.8,34.5,4,7.3,5.5,23.6,30.9,25.5,7.3,32.7,96.201781111,4.261975094,72.3,18,26,54.3,45.7,25,46,50,177,84.2,5.4,43,162,148,354,80.5,23,128,50,177,39.3,139,27.6,49.2,40,41.8,18.2,55,65.5,41.8,23,38.2,21,16.4,9,3.6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.38,28.3,
Mitchell, Garrett,669003,2022,92.9,9.5,41.2,4,11.8,5.9,20.6,23.5,35.3,2.9,41.2,100.828725882,7.111031515,68.4,22.2,22.5,69,27.6,20,29,43,129,79.3,9.7,39,182,78,300,76.9,26,117,57,171,43,129,31.5,48.7,17.6,35.3,47.1,34,60.3,41.2,14,29.4,10,29.4,10,0,0,,,,,,,,,,,1,1,3,33.3,0,0,,1,2,50.0,1,100.0,1,100.0,5,5,0.3,0.7,-0.6,0.3,34.9,11,4.01,30.2,
Melendez Jr., MJ,669004,2022,90.7,15.1,31,35,10.4,6.8,23.2,27.1,29.2,2.7,43.5,100.595888323,6.716383713,66,20.7,24.1,46.3,53.7,125,270,51,1121,77.4,7.7,374,1216,599,2196,79.3,147,709,49,1075,41.4,910,27.8,44.6,43.5,33.6,22.9,336,55.8,39.6,133,32.7,110,20.8,70,6.8,23,20,1.97,1.99,1.94,1,1.62,1.62,,0.76,83,-2,0,3,0.0,0,2,0.0,3,4,75.0,3,66.7,2,85.7,6,7,-0.7,-0.5,0.5,-0.8,33.4,,4.21,27.8,
Marsh, Brandon,669016,2022,89.2,10.9,40.8,20,7.4,7,29.8,21,30.1,4.8,38.2,99.629003534,6.108601774,64.6,22.1,31.8,42.8,55.8,125,292,50.9,919,77,7.5,238,984,578,1807,77.7,127,574,49.1,888,43.1,778,29.1,47.9,30.1,43.8,26.1,272,60.7,43.4,118,27.9,76,26.1,71,2.6,7,,,,,,,,,,,8,1,17,5.9,3,4,75.0,11,13,84.6,23,91.3,21,95.5,21,22,-0.6,0.8,0.2,0.4,35,6,4.27,28.9,
Downs, Jeter,669023,2022,82.9,19,26.3,0,0,5.3,31.6,36.8,21.1,5.3,21.1,94.900232,3.820564737,69.8,31.7,40.9,58.3,38.9,21,36,50.6,88,69.2,7.5,26,94,54,174,68.3,19,60,49.4,86,39.1,68,41.7,55.2,42.1,47.4,10.5,19,78,36.8,7,36.8,7,15.8,3,10.5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.6,
Stowers, Kyle,669065,2022,91.1,16,38.7,7,11.3,3.2,32.3,24.2,24.2,4.8,50,102.094287742,7.636152581,75.8,19.9,34.6,61.9,38.1,39,63,49.5,182,76.9,7.1,59,201,108,368,79.4,28,141,50.5,186,38.9,143,32.8,55.4,40.3,35.5,24.2,62,70.4,35.5,22,25.8,16,32.3,20,6.5,4,,,,,,,,,,,-1,0,4,0.0,0,5,0.0,0,1,0.0,3,100.0,3,100.0,3,3,-2,-1.9,0.2,-3.7,29.4,,4.55,27.0,
Huff, Sam,669087,2022,88.9,9.7,35.4,8,10.1,2.5,25.3,24.1,34.2,3.8,36.7,99.99883625,6.152076329,75.8,27.3,34.7,60,40,57,95,54.7,274,77.1,7,53,247,201,501,72.7,47,172,45.3,227,40.7,204,39,53.3,48.1,30.4,21.5,79,66.4,44.3,35,24.1,19,26.6,21,5.1,4,10,2.01,2.01,,5,1.5,1.55,1.47,0.84,88.1,,,,,,,,,,,,,,,,,,,,,,,4.6,27.0,
Langeliers, Shea,669127,2022,87.3,16.9,42.9,9,9.9,6.6,19.8,29.7,27.5,6.6,38.5,99.086486739,5.605224725,73.4,32.1,35.4,64.4,35.6,67,104,50.4,294,83.7,7.4,63,307,213,583,67.9,68,212,49.6,289,44.4,259,42.7,54.2,54.9,30.8,14.3,91,57.5,37.4,34,24.2,22,25.3,23,13.2,12,14,1.93,1.94,1.92,2,1.54,1.54,,0.76,86.9,,,,,,,,,,,,,,,,,,,,,,,4.49,28.7,
Campusano, Luis,669134,2022,87.7,16.4,26.3,2,5.3,5.3,18.4,31.6,36.8,2.6,36.8,99.761276842,5.942856579,77,19.3,50.6,47.7,52.3,21,44,54,87,91.7,7.5,6,82,72,161,80.7,11,57,46,74,45.3,73,31.7,62.7,26.3,44.7,28.9,38,74,44.7,17,28.9,11,15.8,6,10.5,4,1,1.89,1.89,,0,,,,0.71,83.7,,,,,,,,,,,,,,,,,,,,,,,4.79,26.2,
Murphy, Sean,669221,2022,88.7,11.5,34.7,44,10.5,6.5,23.2,23.4,32.8,3.6,41.4,101.085158756,6.706891435,70.9,17.2,29.5,39,61,142,364,52.1,1235,79.9,7.8,263,1234,873,2372,82.8,139,806,47.9,1137,44,1043,24,49.3,39.7,36.6,23.7,418,62.5,42.1,176,23.4,98,27,113,7.4,31,33,1.89,1.88,1.91,1,1.4,,1.4,0.72,86.1,,,,,,,,,,,,,,,,,,,,,,,4.62,26.1,
Senzel, Nick,669222,2022,87.2,11.7,35,10,3.3,5,27.7,24.7,33.3,5.3,33.9,97.72590723,4.94147061,68.2,14.7,27.7,38.3,61.2,79,206,50.9,743,79.5,8,136,870,449,1473,85.3,72,489,49.1,717,40.8,595,21.8,47.7,38,36.3,25.7,300,66.9,46.3,139,24.3,73,23.7,71,5.7,17,,,,,,,,,,,0,1,18,5.6,2,8,25.0,4,6,66.7,20,90.0,18,93.3,14,15,0.2,-0.2,0.4,0.4,34.6,2,4.41,28.7,
Edman, Tommy,669242,2022,88.6,8.7,31.6,29,6.2,5.1,25.6,20.7,37.2,4.5,37.8,98.931648319,5.598664536,64,11.8,30.6,38.3,60.9,139,363,51,1188,69.1,6.4,441,1347,532,2328,87.8,86,730,49,1140,44.6,1038,20.6,47,37.8,38.7,23.5,468,61.4,49.4,231,20.5,96,23.5,110,6.6,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,4.25,28.8,
Solak, Nick,669256,2022,86.7,5.7,28.1,5,7.8,3.1,23.4,18.8,39.1,7.8,34.4,98.943208065,5.471604032,59.3,19.6,23.2,35.9,64.1,14,39,47.1,168,58.3,10.1,36,201,120,357,79.5,22,112,52.9,189,40.9,146,23.8,42.3,40.6,37.5,21.9,64,57.9,57.8,37,21.9,14,17.2,11,3.1,2,,,,,,,,,,,-2,0,2,0.0,0,2,0.0,0,0,,1,100.0,1,100.0,2,2,-1.5,-4.1,0.3,-3.9,29.3,1,4.4,28.7,
Smith, Will,669257,2022,89.9,18.4,36.8,43,10.3,7.2,23.3,33.4,22.6,3.1,43,99.764565096,6.188464255,63.7,16.1,21.3,29.1,70.9,73,251,49.8,1181,73.5,8.3,220,1293,851,2373,83.9,122,759,50.2,1192,40.8,969,19.3,42.6,36.5,36.8,26.7,416,60,31.5,131,37.3,155,25.5,106,5.8,24,32,1.93,1.94,1.88,2,1.51,1.51,,0.71,83.6,,,,,,,,,,,,,,,,,,,,,,,4.5,27.5,
Suwinski, Jack,669261,2022,88.3,14.3,26.3,26,12.2,7.5,19.7,25.8,28.6,5.6,40.4,100.221227453,6.334188302,61,20.4,24.5,56.9,43.1,107,188,48.8,767,75,7.1,222,845,503,1572,79.4,100,491,51.2,805,44.3,697,30.5,43.2,43.7,34.7,21.6,213,61.8,43.2,92,31.9,68,16,34,8.9,19,,,,,,,,,,,1,0,16,0.0,1,5,20.0,8,10,80.0,15,93.3,14,100.0,11,11,-0.7,0.1,0.2,-0.5,33.2,3,4.32,28.7,
Espinal, Santiago,669289,2022,86.1,14.1,33.8,13,3.4,3.6,25.7,26.8,35.1,5.5,31.7,96.814213298,4.407779843,67.2,10.9,25.5,27.5,72.1,68,247,50.6,967,74.5,7.8,183,1084,642,1912,88.3,69,635,49.4,945,42.1,805,15.5,46.1,37.7,39,23.4,385,60.2,43.6,168,19.2,74,26.8,103,10.4,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.38,27.0,
Miranda, Jose,669304,2022,89.3,13.8,34.2,22,6.2,7.9,26.8,26.3,29.4,3.1,42.4,99.818973051,6.236161898,72.5,15,32.6,43.1,56.9,134,311,52.6,954,82.8,7.4,194,911,694,1812,85,93,622,47.4,858,40.1,726,24.3,51.5,41.8,33.3,24.9,354,64.4,42.4,150,25.4,90,24,85,8.2,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.61,26.2,
Thompson, Bubba,669352,2022,84.8,5.3,21.6,2,1.7,4.3,15.5,23.3,38.8,16.4,21.6,95.6266222,3.8214983,79,25.4,38.4,44.4,51.6,55,124,49.9,323,88.1,6.5,61,321,265,647,68.8,65,256,50.1,324,45,291,31.6,58.7,32.8,47.4,19.8,116,65.2,58.6,68,19,22,14.7,17,7.8,9,,,,,,,,,,,2,0,5,0.0,4,7,57.1,7,11,63.6,2,50.0,1,100.0,6,6,0.3,0.8,-0.1,1,34.8,44,4.16,30.4,
Gorman, Nolan,669357,2022,89.2,20,46.7,26,14.4,11.7,24.4,29.4,16.7,3.3,43.3,100.703871333,6.563796111,74.9,25.6,31.1,52.5,47.1,117,223,54.4,716,86.1,6,222,766,323,1317,74,115,450,45.6,601,42.7,563,34.5,51.1,38.9,37.8,23.3,180,65.5,27.2,49,38.3,69,27.8,50,6.7,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.38,26.9,
Johnson, Bryce,669369,2022,82.6,13.5,45.5,0,0,0,27.3,36.4,36.4,0,18.2,93.31258,2.897770909,65.5,21.1,35.7,50,40,5,10,49.1,28,66.7,10.5,9,31,17,57,78.9,4,19,50.9,29,57.9,33,31,50.9,27.3,45.5,27.3,11,78.9,36.4,4,18.2,2,36.4,4,9.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,27.0,
Hiura, Keston,669374,2022,91.7,16.1,41.1,19,15.3,11.3,22.6,22.6,24.2,3.2,45.2,103.00306629,7.913755285,70.3,32.4,29,57.6,41.3,99,172,51.7,593,82.7,6.5,121,667,352,1146,67.6,126,389,48.3,553,44,504,40.1,49,37.9,41.1,21,124,65.8,36.3,45,33.9,42,24.2,30,5.6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.62,27.5,
Burger, Jake,669394,2022,90.7,12.3,33.3,17,14.9,6.1,16.7,26.3,28.9,5.3,43,102.65301125,7.597171532,73.1,23.1,36.7,57.1,42.9,76,133,53.1,362,89.7,8.5,79,360,241,682,76.9,54,234,46.9,320,41.1,280,35.4,53.8,40.4,37.7,21.9,114,67.6,43,49,30.7,35,21.1,24,5.3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,27.8,
Allen, Nick,669397,2022,83.9,7.6,26,3,1.2,3.3,24,23.1,39.7,8.7,22.3,94.329041897,3.214480087,73.8,13.6,32.2,43.5,53.8,81,186,50,577,76.7,7.8,85,635,434,1154,84.5,58,426,50,577,43.1,497,22.7,53,27.3,34.3,38.4,242,66.9,53.7,130,19.8,48,20.7,50,5.8,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.42,27.7,
Hummel, Cooper,669450,2022,87.6,7.7,30.1,8,7.1,7.1,23.9,22.1,33.6,4.4,35.4,99.536416429,5.823074324,61.7,18.4,18.7,59.5,40.5,44,74,48.4,396,65.6,7.8,119,442,258,819,81.6,48,261,51.6,423,43.6,357,27.5,40.9,41.6,38.9,19.5,113,58.7,47.8,54,24.8,28,20.4,23,7.1,8,4,2.08,2.08,,1,1.57,1.57,,0.82,82.2,-1,0,1,0.0,0,2,0.0,2,3,66.7,0,,0,50.0,1,2,1.3,1.6,-0.2,2.7,37.5,,4.31,28.8,
Smith, Josh H.,669701,2022,87,19.2,34.5,4,2.4,5.4,27.4,35.1,24.4,5.4,28.6,96.124871098,4.093542209,61.3,17.5,21.1,40.5,55.9,45,111,50.2,526,67.1,7.8,131,640,277,1048,81.9,56,320,49.8,522,45.7,479,23.4,41.1,36.3,38.7,25,168,59.3,36.3,61,26.2,44,25.6,43,11.9,20,,,,,,,,,,,1,0,3,0.0,1,3,33.3,0,0,,6,100.0,6,100.0,2,2,-0.9,0.8,0.6,0.5,34.9,,4.32,28.2,
Hays, Austin,669720,2022,87.7,11.3,32.3,22,5.2,7.1,23.3,25.5,35.1,3.3,37.7,98.997922429,5.543165976,67.8,12.5,36.2,41.8,58,165,395,53.2,1092,75.6,6.2,212,1107,728,2051,87.5,81,650,46.8,959,42.2,865,23.5,51,40.8,36.3,22.9,424,65.3,43.6,185,22.4,95,23.6,100,10.4,44,,,,,,,,,,,-6,0,23,0.0,2,17,11.8,8,16,50.0,17,94.1,16,90.9,20,22,-0.8,-1,0.2,-1.3,32.3,,4.36,27.8,
Hall, Darick,669742,2022,91.4,18.6,37,16,17.4,6.5,20.7,28.3,25,2.2,44.6,101.637107174,7.146168043,72.2,22.3,32.6,59.1,40.9,52,88,49.7,270,80,5.5,49,316,173,543,77.2,44,197,50.3,273,43.5,236,33.7,52.5,40.2,37,22.8,92,64.8,34.8,32,35.9,33,23.9,22,5.4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.75,26.3,
