last_name, first_name,player_id,year,exit_velocity_avg,launch_angle_avg,sweet_spot_percent,barrel,barrel_batted_rate,solidcontact_percent,flareburner_percent,poorlyunder_percent,poorlytopped_percent,poorlyweak_percent,hard_hit_percent,avg_best_speed,avg_hyper_speed,z_swing_percent,z_swing_miss_percent,oz_swing_percent,oz_swing_miss_percent,oz_contact_percent,out_zone_swing_miss,out_zone_swing,out_zone_percent,out_zone,meatball_swing_percent,meatball_percent,pitch_count_offspeed,pitch_count_fastball,pitch_count_breaking,pitch_count,iz_contact_percent,in_zone_swing_miss,in_zone_swing,in_zone_percent,in_zone,edge_percent,edge,whiff_percent,swing_percent,pull_percent,straightaway_percent,opposite_percent,batted_ball,f_strike_percent,groundballs_percent,groundballs,flyballs_percent,flyballs,linedrives_percent,linedrives,popups_percent,popups,pop_2b_sba_count,pop_2b_sba,pop_2b_sb,pop_2b_cs,pop_3b_sba_count,pop_3b_sba,pop_3b_sb,pop_3b_cs,exchange_2b_3b_sba,maxeff_arm_2b_3b_sba,n_outs_above_average,n_fieldout_5stars,n_opp_5stars,n_5star_percent,n_fieldout_4stars,n_opp_4stars,n_4star_percent,n_fieldout_3stars,n_opp_3stars,n_3star_percent,n_opp_2stars,n_2star_percent,n_fieldout_2stars,n_1star_percent,n_fieldout_1stars,n_opp_1stars,rel_league_reaction_distance,rel_league_burst_distance,rel_league_routing_distance,rel_league_bootup_distance,f_bootup_distance,n_bolts,hp_to_1b,sprint_speed,
Call, Alex,669743,2022,86.3,18.4,29.8,1,1.2,6,26.2,34.5,27.4,4.8,31,96.200864048,4.155563976,62.4,18.2,26.1,41.1,57.5,30,73,49.1,280,63.3,8.6,41,329,195,570,80.7,33,181,50.9,290,42.8,244,24.8,44.6,48.8,34.5,16.7,84,66.4,38.1,32,31,26,22.6,19,8.3,7,,,,,,,,,,,0,0,5,0.0,1,3,33.3,2,3,66.7,2,100.0,2,100.0,5,5,0.3,-0.8,0.1,-0.4,33.5,,4.37,28.4,
Toglia, Michael,669911,2022,87.4,17,32.8,5,7.5,3,32.8,28.4,22.4,6,40.3,99.722920588,6.057525373,66,23.9,28.1,58.5,41.5,38,65,48.3,231,82.1,5.9,63,266,149,478,76.1,39,163,51.7,247,45,215,33.8,47.7,46.3,34.3,19.4,67,69.2,38.8,26,26.9,18,26.9,18,7.5,5,,,,,,,,,,,-1,0,5,0.0,0,0,,1,2,50.0,2,50.0,1,100.0,3,3,-1.3,-1.8,-0.1,-3.2,30.7,,,28.3,
Lopez, Nicky,670032,2022,84.9,4.9,31.3,6,1.6,2.9,25,20.6,40.9,9.1,22.9,94.94043827,3.479636504,67.7,12.7,30,28,70.1,73,261,49.4,870,79.7,7.3,203,1070,485,1762,86.3,77,604,50.6,892,44.3,781,17.3,49.1,26.3,42.4,31.3,384,62.1,55.2,212,15.4,59,24.7,95,4.7,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.24,27.7,
Raley, Luke,670042,2022,90.1,16.9,31.6,5,13.2,5.3,18.4,31.6,26.3,5.3,39.5,100.628204737,6.641931351,73.6,27.2,28.2,72.5,27.5,29,40,50.4,142,80,7.1,49,146,87,282,71.8,28,103,49.6,140,42.9,121,39.9,50.7,28.9,42.1,28.9,38,56.9,42.1,16,31.6,12,15.8,6,10.5,4,,,,,,,,,,,1,0,3,0.0,1,1,100.0,4,4,100.0,1,100.0,1,75.0,3,4,-0.7,-1.1,0.7,-1.2,32.4,2,,29.1,
Short, Zack,670097,2022,91.8,39.8,50,2,33.3,0,0,66.7,0,0,50,99.634506667,6.193005,63.6,35.7,20,66.7,33.3,4,6,57.7,30,100,5.8,6,33,13,52,64.3,5,14,42.3,22,42.3,22,45,38.5,16.7,33.3,50,6,46.2,0,0,66.7,4,16.7,1,16.7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mastrobuoni, Miles,670156,2022,86.3,-2.2,20,0,0,0,20,20,60,0,10,93.924566,2.962283,59.5,13.6,12.9,100,0,4,4,45.6,31,62.5,11.8,17,40,11,68,86.4,3,22,54.4,37,48.5,33,26.9,38.2,50,40,10,10,52.9,70,7,20,2,10,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.3,
Wallner, Matt,670242,2022,87.5,12.9,21.9,3,9.4,3.1,18.8,21.9,37.5,9.4,53.1,102.52181,7.903495313,68.1,34.2,24.1,47.1,52.9,16,34,54.9,141,90,3.9,34,163,60,257,65.8,27,79,45.1,116,45.1,116,38.1,44,46.9,34.4,18.8,32,53.8,53.1,17,12.5,4,18.8,6,15.6,5,,,,,,,,,,,-1,0,3,0.0,0,0,,1,2,50.0,3,66.7,2,100.0,3,3,-1.8,0.6,0.9,-0.3,32.7,,4.32,28.4,
Stevenson, Cal,670276,2022,87.6,10.6,32.5,2,5,5,32.5,20,27.5,10,32.5,97.164706842,4.732142895,57.4,21.2,19.9,41.4,55.2,12,29,49.7,146,70.4,9.2,55,162,77,294,78.8,18,85,50.3,148,45.9,135,26.3,38.8,35,50,15,40,63.4,47.5,19,17.5,7,27.5,11,7.5,3,,,,,,,,,,,2,1,4,25.0,0,0,,2,2,100.0,4,100.0,4,100.0,2,2,-0.1,1.1,0.4,1.3,36.4,,,27.7,
Rojas, Jose,670351,2022,84.8,27.9,21.6,1,2.7,8.1,24.3,37.8,18.9,5.4,32.4,96.317041667,4.241079444,71,22.7,41.3,32.6,65.1,14,43,45.6,104,71.4,6.1,36,127,65,228,77.3,20,88,54.4,124,48.2,110,26,57.5,40.5,32.4,27,37,68.4,32.4,12,16.2,6,18.9,7,32.4,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.4,
Alvarez, Yordan,670541,2022,95.2,12.3,40.7,78,21,7.5,23.2,18.1,29.1,0.8,59.8,105.676985081,10.195923324,63.7,12.4,24.8,47.3,52.7,139,294,54,1185,76.6,6.6,315,1258,622,2195,87.4,80,643,46,1010,40.9,897,23.4,42.7,39.1,38.8,22.1,371,54.4,39.9,148,30.5,113,27,100,2.7,10,,,,,,,,,,,-8,0,4,0.0,1,5,20.0,1,3,33.3,15,60.0,9,77.8,7,9,-0.9,-2.8,0.6,-3.1,30.1,,4.53,26.5,
Paredes, Isaac,670623,2022,87.4,15.8,27.4,17,6.4,6.4,19.2,32,31.6,4.1,38.7,98.355538496,5.255665472,60.8,11,20.4,31.6,68.4,54,171,51.9,839,70.6,7.4,150,883,584,1617,89,52,473,48.1,778,43,695,16.5,39.8,49.2,31.6,19.2,266,55.1,42.1,112,28.2,75,17.7,47,12,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.75,26.2,
Brosseau, Mike,670712,2022,89.1,14.6,34.4,8,8.6,9.7,28,23.7,28,2.2,41.9,98.509374894,5.686113441,66.6,27.6,27.9,39.2,60.8,38,97,50.7,348,74,7.3,59,423,202,686,72.4,62,225,49.3,338,46.1,316,31.1,46.9,35.5,39.8,24.7,93,51.9,40.9,38,34.4,32,22.6,21,2.2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.49,27.7,
Walls, Taylor,670764,2022,86.3,16.6,32.6,18,6.2,4.8,20.6,33,30.6,4.5,28.5,96.121545455,4.072558077,64.9,20,19.8,44.2,55.2,80,181,48.5,916,77.6,7.8,350,1114,423,1888,78.9,126,631,51.5,972,44,831,25.4,43,33.7,36.1,30.2,291,59.4,37.8,110,26.8,78,26.8,78,8.6,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4.23,28.7,
Gonzalez, Luis,670768,2022,86.9,10.9,27,7,2.9,7.5,21.6,27.4,31.1,9.5,32,97.698676404,4.886404298,67.9,15.6,26,41.8,55.6,79,189,49.4,727,85.5,8.4,152,887,425,1472,82,79,506,50.6,745,42.7,628,22.7,47.2,29,36.1,34.9,241,56.7,47.3,114,27,65,20.3,49,5.4,13,,,,,,,,,,,-5,0,10,0.0,2,5,40.0,6,8,75.0,18,88.9,16,70.6,12,17,1,0,0,0.9,34.3,,4.25,28.2,
Friedl Jr., TJ,670770,2022,87.2,19.8,30.9,9,4.7,6.8,20.4,36.1,23.6,8.4,29.8,97.321634111,4.6816085,63.2,12.4,23.8,39.5,60.5,47,119,50.1,499,71.6,7.4,195,590,211,996,85,39,314,49.9,497,43.4,432,19.9,43.5,44.5,31.4,24.1,191,57.8,35.1,67,32.5,62,20.4,39,12,23,,,,,,,,,,,-1,0,7,0.0,1,6,16.7,5,6,83.3,6,100.0,6,83.3,10,12,1.2,1.2,-1.3,1,34.2,,4.26,28.2,
Soto, Livan,670869,2022,83.8,19.8,40.9,0,0,0,43.2,29.5,15.9,9.1,15.9,92.851194286,2.623598049,74.4,8,24.5,46.2,53.8,12,26,47.5,106,90.9,4.9,14,135,74,223,88.5,7,87,52.5,117,39.9,89,16.8,50.7,52.3,29.5,18.2,44,57.6,34.1,15,29.5,13,29.5,13,6.8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.5,
Herrera, Ivan,671056,2022,85.2,8.1,16.7,0,0,0,16.7,33.3,33.3,16.7,16.7,95.246921667,3.952866364,56.6,13.3,20,77.8,22.2,7,9,45.9,45,44.4,9.2,4,61,33,98,86.7,4,30,54.1,53,46.9,46,28.2,39.8,33.3,41.7,25,12,40.9,58.3,7,25,3,8.3,1,8.3,1,1,1.98,1.98,,0,,,,0.78,,,,,,,,,,,,,,,,,,,,,,,,,26.2,
Kennedy, Buddy,671083,2022,88.6,13,38.7,1,1.6,6.5,24.2,32.3,35.5,0,32.3,96.315206452,4.208401452,61.5,17.8,18.1,35.5,64.5,11,31,47.1,171,71.9,8.8,55,200,104,363,82.2,21,118,52.9,192,43.5,158,21.5,41,30.6,33.9,35.5,62,53.2,43.5,27,25.8,16,25.8,16,4.8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,4.27,29.4,
Casas, Triston,671213,2022,86,2.2,28.3,4,7.5,5.7,13.2,22.6,45.3,5.7,41.5,99.403010741,5.836791698,60.5,19.5,17.5,47.4,52.6,18,38,52.7,217,76,6.1,72,222,118,412,79.7,23,118,47.3,195,43.9,181,26.3,37.9,37.7,43.4,18.9,53,55.8,56.6,30,28.3,15,13.2,7,1.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.63,24.9,
Ramos, Heliot,671218,2022,87.4,1.7,21.4,1,7.1,0,21.4,21.4,42.9,7.1,42.9,102.43344,7.21672,71.1,33.3,35.9,57.1,42.9,8,14,50.6,39,50,2.6,22,38,17,77,66.7,9,27,49.4,38,40.3,31,41.5,53.2,50,35.7,14.3,14,68.2,64.3,9,14.3,2,14.3,2,7.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.2,-3.2,-1.1,-4.4,29.2,,,27.4,
Waters, Drew,671221,2022,84.1,10.4,41.1,7,12.5,3.6,19.6,21.4,35.7,7.1,28.6,96.323792143,4.407147857,69.9,24,25.9,53.4,46.6,31,58,51.7,224,85.7,6.5,53,290,90,433,75.3,35,146,48.3,209,46,199,32.4,47.1,39.3,33.9,26.8,56,56,48.2,27,28.6,16,21.4,12,1.8,1,,,,,,,,,,,-2,1,5,20.0,0,1,0.0,3,7,42.9,7,85.7,6,100.0,2,2,-0.7,-0.3,-1,-2.1,32.1,,,28.4,
Garcia, Luis,671277,2022,87.3,5.5,37.4,21,7.5,7.1,27,14.6,38.8,5,36.7,98.963627429,5.569820789,67.5,19.1,40.8,38.9,60.8,110,283,52.4,693,78.8,6.4,318,533,472,1323,80.5,81,425,47.6,630,41.4,548,27,53.5,34.5,38.8,26.7,281,70.2,52.3,147,20.3,57,25.6,72,1.8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.28,27.0,
Freeman, Tyler,671289,2022,85.9,10.3,28.4,1,1.5,4.5,17.9,26.9,41.8,4.5,26.9,96.960101818,4.566031846,70.3,11.7,33.9,30.6,69.4,19,62,53.7,183,75,8.2,29,196,115,341,87.4,13,111,46.3,158,41.9,143,18.5,50.7,20.9,38.8,40.3,67,61.6,52.2,35,17.9,12,19.4,13,10.4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4,28.1,
Harris II, Michael,671739,2022,89.5,4.5,32.8,31,10.1,6.8,20.8,12.7,41.9,7.5,45.1,102.581692941,7.614748459,67.2,15.7,39,47.5,52.5,161,339,52.5,869,80.5,7.1,230,887,537,1655,83.7,83,528,47.5,786,43.7,723,28.1,52.4,32.1,43.5,24.4,308,55.3,55.8,172,17.9,55,22.4,69,3.9,12,,,,,,,,,,,7,1,14,7.1,7,15,46.7,14,18,77.8,19,94.7,18,100.0,19,19,0,1.3,0,1.4,36,47,4.22,29.4,
Siani, Michael,672279,2022,81,30.7,29.4,0,0,5.9,23.5,35.3,11.8,23.5,23.5,95.6169375,3.80846875,66.7,20.6,21.3,40,60,4,10,48,47,88.9,9.2,18,67,13,98,79.4,7,34,52,51,39.8,39,25,44.9,47.1,17.6,35.3,17,54.2,17.6,3,5.9,1,29.4,5,47.1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.8,
Kelenic, Jarred,672284,2022,86,18,27.2,14,13.6,5.8,13.6,34,26.2,6.8,35,99.0507575,5.58765835,67.6,27,28.1,49.5,50.5,47,95,48.4,338,76.1,6.6,122,346,231,699,72.5,66,244,51.6,361,46.1,322,33.3,48.5,27.2,47.6,25.2,103,58.6,36.9,38,31.1,32,16.5,17,15.5,16,,,,,,,,,,,1,0,4,0.0,0,3,0.0,4,5,80.0,8,87.5,7,100.0,10,10,-0.2,0.4,-0.2,-0.1,34.1,1,4.39,27.2,
Arias, Gabriel,672356,2022,88.8,-0.6,18.8,2,6.3,3.1,18.8,6.3,56.3,9.4,34.4,100.516843333,6.398779,60.9,26.9,24.8,56.7,43.3,17,30,52.4,121,56.3,6.9,31,114,86,231,73.1,18,67,47.6,110,48.9,113,36.1,42,37.5,40.6,21.9,32,73.7,71.9,23,3.1,1,18.8,6,6.3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.44,28.0,
Kirk, Alejandro,672386,2022,90.5,8.1,32,28,6.7,6.5,27.2,20.2,35.3,3.8,45.4,101.053304663,6.989537614,59.6,10.7,23.3,27,73,71,263,51.3,1129,70.4,6.9,223,1285,692,2200,89.3,68,638,48.7,1071,41.5,914,15.4,41,32.2,38.9,28.8,416,59.7,50,208,20.4,85,24.5,102,5,21,26,1.99,1.99,1.98,2,1.54,1.54,,0.73,80.5,,,,,,,,,,,,,,,,,,,,,,,4.89,24.1,
Diaz, Jordan,672478,2022,86.9,-4.8,26.2,0,0,9.5,9.5,14.3,66.7,0,31,96.129837619,4.068414524,84.7,15.7,31.3,40,60,8,20,39.5,64,91.7,7.4,26,77,59,162,84.3,13,83,60.5,98,42,68,20.4,63.6,38.1,40.5,21.4,42,70.6,66.7,28,7.1,3,23.8,10,2.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.78,26.2,
Moreno, Gabriel,672515,2022,89.2,5.9,29.5,2,3.3,0,24.6,24.6,47.5,0,32.8,97.748776129,5.009237869,61.5,13.2,30.8,36.1,63.9,13,36,44.2,117,72,9.4,38,132,95,265,86.8,12,91,55.8,148,44.2,117,19.7,47.9,14.8,45.9,39.3,61,71.2,55.7,34,14.8,9,24.6,15,4.9,3,14,1.92,1.92,1.91,1,1.64,1.64,,0.69,81.8,,,,,,,,,,,,,,,,,,,,,,1,4.33,27.4,
Garcia, Maikel,672580,2022,85.9,3.3,29.4,0,0,0,17.6,29.4,52.9,0,29.4,94.654387778,3.541960588,63.6,10.7,22.4,27.3,72.7,3,11,52.7,49,66.7,3.2,12,51,30,93,89.3,3,28,47.3,44,40.9,38,15.4,41.9,29.4,35.3,35.3,17,47.8,52.9,9,5.9,1,29.4,5,11.8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,28.5,
Lopez, Otto,672640,2022,85.5,4.2,37.5,0,0,0,50,12.5,37.5,0,37.5,97.1351825,4.8954125,58.8,0,21.1,25,75,1,4,52.8,19,100,13.9,5,23,8,36,100,0,10,47.2,17,61.1,22,7.1,38.9,25,50,25,8,70,50,4,12.5,1,37.5,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.5,
Perdomo, Geraldo,672695,2022,85,12.1,28.1,7,2,2,25.4,25.1,33.6,10.8,25.1,95.305189236,3.661910605,59.4,13.3,21.5,33.5,64.2,71,212,47.8,986,71.6,8.2,305,1262,474,2061,83.7,85,639,52.2,1075,43.1,888,18.3,41.3,38,39.5,22.5,342,61.4,50.6,173,19.9,68,21.1,72,8.5,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.48,27.2,
Peraza, Oswald,672724,2022,81.6,5.4,25,2,5,2.5,27.5,12.5,45,7.5,30,95.3083725,4.10581375,75.3,9.8,22.8,44.4,55.6,8,18,49.4,79,93.8,10,11,104,45,160,90.2,6,61,50.6,81,45,72,17.7,49.4,35,42.5,22.5,40,68.4,57.5,23,15,6,17.5,7,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4.31,28.9,
Marcano, Tucupita,672779,2022,84.7,11.1,30.3,2,1.6,6.6,18.9,29.5,33.6,9.8,17.2,94.100557069,3.080698696,64.3,11.4,25.6,46.9,50.6,38,81,47,316,70.2,7,70,360,241,672,86.5,26,229,53,356,46.6,313,20.6,46.1,41.8,34.4,23.8,122,64.4,47.5,58,23.8,29,20.5,25,8.2,10,,,,,,,,,,,-1,0,4,0.0,0,4,0.0,1,2,50.0,5,100.0,5,100.0,2,2,-0.7,-2.2,0.4,-2.5,31.4,,4.27,28.8,
Sosa, Lenyn,672820,2022,86.6,5.7,30.4,2,8.7,0,13,26.1,47.8,4.3,26.1,96.251788333,4.446245217,68.5,16,50.8,43.8,56.3,14,32,46.3,63,66.7,8.8,13,84,39,136,84,8,50,53.7,73,42.6,58,26.8,60.3,26.1,52.2,21.7,23,83.3,56.5,13,30.4,7,8.7,2,4.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.57,27.6,
Pineda, Israel,672832,2022,88.9,7.2,33.3,0,0,0,16.7,33.3,50,0,16.7,94.11659,3.669066667,70.4,26.3,50,87.5,12.5,7,8,37.2,16,75,9.3,2,25,16,43,73.7,5,19,62.8,27,32.6,14,44.4,62.8,16.7,33.3,50,6,85.7,50,3,16.7,1,33.3,2,0,0,1,2.05,,2.05,0,,,,0.87,83.5,,,,,,,,,,,,,,,,,,,,,,,,,
Robert Jr. Jr., Luis,673357,2022,89.3,10,32.6,27,8.9,4.9,27.3,22.4,32.9,3.6,42.8,101.454212895,6.809771678,83.5,17.4,43.1,42.8,57.2,136,318,54.6,737,90.7,5.6,114,725,510,1349,82.6,89,511,45.4,612,43,580,27.1,61.5,34.2,37.8,28,304,67.3,45.1,137,23,70,26.3,80,5.6,17,,,,,,,,,,,2,1,19,5.3,0,2,0.0,8,12,66.7,14,92.9,13,100.0,15,15,-0.1,-0.6,0.1,-0.6,33.7,8,4.38,27.9,
Kim, Ha-Seong,673490,2022,86.7,16.1,34,18,4.2,6.1,24.8,28.5,29.5,6.1,32.4,97.647567656,4.869312734,60.3,14.1,24.9,32.3,66.7,91,282,48,1131,72.1,8.4,225,1390,733,2359,85.8,104,739,52,1225,43,1013,19.1,43.3,45.3,35.4,19.3,424,62,40.8,173,22.9,97,25.9,110,10.4,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4.39,28.4,
Suzuki, Seiya,673548,2022,89.6,11.2,36.9,32,11,5.5,22.4,26.2,31,2.4,41.3,100.244268881,6.350662098,56.8,15.9,21.3,41.6,58.4,82,197,49.8,924,66.7,7,168,1076,603,1876,84.1,84,529,50.2,932,43.9,815,22.8,39,28.3,38.6,33.1,290,60.3,40.7,118,25.5,74,27.2,79,6.6,19,,,,,,,,,,,-4,0,16,0.0,0,4,0.0,6,9,66.7,9,77.8,7,92.3,12,13,-0.3,-1.2,-0.4,-1.9,31.5,2,4.33,28.3,
Jung, Josh,673962,2022,85.5,14.3,40.7,6,10.2,6.8,27.1,18.6,32.2,5.1,32.2,98.305209333,5.279324746,61.9,19.6,34.3,47.9,52.1,35,73,54.1,213,71,7.9,38,201,155,394,80.4,22,112,45.9,181,44.2,174,30.8,47,47.5,33.9,18.6,59,66.7,42.4,25,25.4,15,25.4,15,6.8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.57,26.9,
Smith, Kevin,675656,2022,87,16.4,32.4,8,7.8,5.9,16.7,32.4,31.4,5.9,33.3,98.087369388,5.05239898,70.7,20,35.2,50.5,48.5,50,99,49.8,281,68.2,7.8,49,319,195,564,78,40,200,50.2,283,42.4,239,30.1,53,32.4,40.2,27.5,102,63.6,43.1,44,32.4,33,16.7,17,7.8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.48,27.6,
Velazquez, Nelson,676369,2022,89.2,12.3,35,16,13.3,9.2,17.5,24.2,29.2,4.2,43.6,100.265489661,6.367476923,74.2,28.7,23.6,59.6,40.4,59,99,52.8,420,87.3,6.9,99,428,261,810,70.3,80,279,47.2,376,42.6,339,36.2,47.4,39.2,40.8,20,120,65,43.3,52,29.2,35,20,24,7.5,9,,,,,,,,,,,-4,0,8,0.0,1,4,25.0,2,4,50.0,2,50.0,1,71.4,5,7,-0.8,-0.7,-0.4,-2,30.5,,4.43,28.2,
Clement, Ernie,676391,2022,85,11.8,27.1,5,3.6,3.6,21.4,28.6,38.6,4.3,25.7,94.798252206,3.426475368,63.4,13.1,34.9,21.7,78.3,23,106,48.3,304,56.3,7.6,61,370,196,629,86.4,27,206,51.7,325,46.9,295,16,49.6,30.7,40.7,28.6,140,62.6,47.1,66,28.6,40,18.6,26,5.7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,0.1,0.2,0.8,35.6,,4.32,28.2,
Burleson, Alec,676475,2022,91.7,4,35.9,4,10.3,5.1,25.6,15.4,38.5,5.1,48.7,100.518393158,7.136274211,78.8,17.9,28.6,40,60,12,30,55.3,105,92.9,7.4,42,88,55,190,80.6,12,67,44.7,85,38.4,73,24.7,51.1,41,25.6,33.3,39,43.4,48.7,19,23.1,9,25.6,10,2.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.56,25.3,
Barrero, Jose,676480,2022,87.5,17.7,33.7,2,2.2,6.7,22.5,34.8,25.8,6.7,35.2,98.193362727,5.242532414,76.1,21.7,40.2,64.3,34.3,92,143,53.5,356,77.8,8.1,61,330,274,679,77.4,51,235,46.5,309,41.7,277,38.5,57.4,40.4,37.1,22.5,89,73.6,40.4,36,29.2,26,21.3,19,9,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.49,27.9,
Bannon, Rylan,676625,2022,88.7,0.9,11.1,0,0,0,22.2,33.3,44.4,0,44.4,97.829154,6.048668889,69.7,26.1,20.8,80,20,4,5,42.1,24,100,5.3,6,34,17,57,73.9,6,23,57.9,33,45.6,26,35.7,49.1,44.4,11.1,44.4,9,46.7,55.6,5,33.3,3,11.1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Contreras, Mark,676628,2022,94.9,13.9,28.9,12,31.6,0,13.2,18.4,36.8,0,57.9,104.284496316,9.133628947,83.6,24.7,39.4,48.8,51.2,20,41,47.3,104,82.4,7.7,17,138,53,220,73.2,24,97,52.7,116,43.2,95,31.9,62.7,42.1,31.6,26.3,38,67.2,47.4,18,23.7,9,18.4,7,10.5,4,,,,,,,,,,,3,0,3,0.0,1,2,50.0,3,3,100.0,6,100.0,6,100.0,3,3,-0.5,0.5,-0.2,-0.1,33.2,,4.35,28.4,
Madris, Bligh,676632,2022,88.9,10.5,30.5,4,4.9,7.3,20.7,20.7,41.5,4.9,41.5,99.381132683,6.178952099,67.1,20.7,24.6,44.1,55.9,26,59,48.8,240,76.9,7.9,79,285,128,492,79.3,35,169,51.2,252,39.6,195,26.8,46.3,39,31.7,29.3,82,56.9,51.2,42,23.2,19,19.5,16,6.1,5,,,,,,,,,,,-1,0,7,0.0,0,3,0.0,1,1,100.0,5,100.0,5,83.3,5,6,-1,-2,0.5,-2.5,31,,4.38,27.9,
Reks, Zach,676646,2022,86.3,19,33.3,0,0,12.5,29.2,33.3,16.7,8.3,41.7,99.422948333,5.789835833,70.5,18.6,39.6,42.9,57.1,9,21,46.5,53,55.6,7.9,18,71,25,114,81.4,8,43,53.5,61,45.6,52,26.6,56.1,29.2,33.3,37.5,24,70.6,25,6,37.5,9,33.3,8,4.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,
Meyers, Jake,676694,2022,87.3,7.2,30.9,5,5.2,5.2,25.8,15.5,41.2,6.2,37.1,98.54444,5.291333191,65.7,22.9,30.4,48,52,48,100,51.8,329,70.6,8,80,325,226,635,77.1,46,201,48.2,306,39.7,252,31.2,47.4,42.3,39.2,18.6,97,63.1,53.6,52,16.5,16,25.8,25,4.1,4,,,,,,,,,,,7,2,8,25.0,4,5,80.0,6,8,75.0,7,100.0,7,100.0,8,8,-0.1,1.7,0.7,2.3,37.2,1,4.35,28.9,
Trejo, Alan,676701,2022,86.2,13.6,37.9,4,4.6,8,28.7,26.4,29.9,1.1,31.4,96.419990698,4.215872674,68.3,15.9,36.5,42.7,57.3,38,89,49.5,244,70,8.1,42,299,152,494,82.9,27,170,50.5,249,45.2,223,25,52.6,44.8,35.6,19.5,87,67.2,39.1,34,32.2,28,25.3,22,3.4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7,26.7,
Young, Jared,676724,2022,90.7,9.3,41.7,1,8.3,8.3,41.7,16.7,25,0,50,103.526338333,7.950998333,68.9,32.3,28.3,60,40,9,15,54.1,53,71.4,7.1,17,56,25,98,67.7,10,31,45.9,45,39.8,39,41.3,46.9,33.3,41.7,25,12,68.2,33.3,4,25,3,33.3,4,8.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.2,
McCormick, Chas,676801,2022,88.1,12.8,33.5,26,10.2,4.7,22.8,26.4,30.7,5.1,39,98.903106371,5.652024395,69.7,25.1,29.6,47,52.2,117,249,53.2,842,78.6,7.4,165,859,550,1584,74.1,130,517,46.8,742,41.7,661,32.2,48.4,29.5,39.8,30.7,254,57.5,44.1,112,31.9,81,22,56,2,5,,,,,,,,,,,7,0,20,0.0,4,7,57.1,8,8,100.0,15,100.0,15,100.0,17,17,0.8,1.5,0.4,2.7,36.5,5,4.27,28.6,
Batten, Matthew,676946,2022,86.3,3.4,38.5,0,0,7.7,23.1,15.4,46.2,7.7,30.8,95.92967,4.269822308,63,24.1,24.4,36.4,45.5,4,11,49.5,45,16.7,6.6,8,52,31,91,75.9,7,29,50.5,46,41.8,38,27.5,44,23.1,46.2,30.8,13,59.1,61.5,8,15.4,2,15.4,2,7.7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,29.5,
MacKinnon, David,676950,2022,85,8.2,26.5,1,2.9,2.9,32.4,23.5,32.4,5.9,20.6,95.337789412,3.668894706,59.7,16.2,29.7,39.5,60.5,15,38,50.8,128,75.9,11.5,38,139,75,252,83.8,12,74,49.2,124,38.9,98,24.1,44.4,38.2,44.1,17.6,34,64.9,50,17,20.6,7,20.6,7,8.8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.7,
